title,isbn10,isbn13,vendor,selling_price,url_sell
Workbook for Mosby's Textbook for the Home Care Aide,0323084397,9780323084390,AbeBooks,8.75,http://buyback.abebooks.com/cart.aspx?a=add&st=-1&kbid=1052&sub=bookfinder&i=9780323084390|0|3&sub=bookfinder
Workbook for Mosby's Textbook for the Home Care Aide,0323084397,9780323084390,sellbackyourbook.com,0.33,https://www.sellbackyourbook.com/allbookstores.php?isbn=0323084397&afid=183
Workbook for Mosby's Textbook for the Home Care Aide,0323084397,9780323084390,MyBookCart,2.3,https://www.mybookcart.com/cart/affiliate/23423/9780323084390
Workbook for Mosby's Textbook for the Home Care Aide,0323084397,9780323084390,Amazon,12.24,https://www.amazon.com/gp/tradein/add-to-cart.html?asin=0323084397&tag=buybacknew-b-20
"Mosby's Textbook for Nursing Assistants - Hard Cover Version (Sorrentino,Mosby's Textbook of Nursing Assistant's)",0323049982,9780323049986,ecampus.com,1.0,http://www.kqzyfj.com/click-284433-12088826?item=9780323049986
Mosby's Textbook for the Home Care Aide,0323084338,9780323084338,AbeBooks,15.25,http://buyback.abebooks.com/cart.aspx?a=add&st=-1&kbid=1052&sub=bookfinder&i=9780323084338|0|3&sub=bookfinder
Mosby's Textbook for the Home Care Aide,0323084338,9780323084338,sellbackyourbook.com,4.63,https://www.sellbackyourbook.com/allbookstores.php?isbn=0323084338&afid=183
Mosby's Textbook for the Home Care Aide,0323084338,9780323084338,MyBookCart,16.41,https://www.mybookcart.com/cart/affiliate/23423/9780323084338
Mosby's Textbook for the Home Care Aide,0323084338,9780323084338,Booksrun,5.31,https://booksrun.com/api/cart/sell/add/0323084338:Good?afk=360
Mosby's Textbook for the Home Care Aide,0323084338,9780323084338,Amazon,22.62,https://www.amazon.com/gp/tradein/add-to-cart.html?asin=0323084338&tag=buybacknew-b-20
"Mosby's Textbook for Nursing Assistants - Hard Cover Version (Sorrentino,Mosby's Textbook of Nursing Assistant's)",0323080685,9780323080682,sellbackyourbook.com,1.22,https://www.sellbackyourbook.com/allbookstores.php?isbn=0323080685&afid=183
"Nursing Home Administration, Sixth Edition",0826107044,9780826107046,Bookbyte,2.0,https://bookbyte.pxf.io/c/59145/390573/5344?uraw=www.bookbyte.com/buyback2.aspx?isbn=9780826107046
"Nursing Home Administration, Sixth Edition",0826107044,9780826107046,sellbackyourbook.com,10.74,https://www.sellbackyourbook.com/allbookstores.php?isbn=0826107044&afid=183
"Nursing Home Administration, Sixth Edition",0826107044,9780826107046,Textbookmaniac,10.8,http://buyback.textbookmaniac.com/affiliates/4f0fba9034ca674d2c20ae8f7b414475df85b448/search?isbn=0826107044
"Nursing Home Administration, Sixth Edition",0826107044,9780826107046,MyBookCart,2.69,https://www.mybookcart.com/cart/affiliate/23423/9780826107046
"Nursing Home Administration, Sixth Edition",0826107044,9780826107046,Amazon,3.44,https://www.amazon.com/gp/tradein/add-to-cart.html?asin=0826107044&tag=buybacknew-b-20
"Nursing Home Administration, Sixth Edition",0826107044,9780826107046,ValoreBooks,2.18,http://www.valorebooks.com/affiliate/sell/siteID=U1VGnq/ISBN=9780826107046
Handbook of Geriatric Care Management,1284078981,9781284078985,Textbookrecycling.com,7.15,http://textbookrecycling.com/buyrefer.aspx?tracking=BF&isbns=1284078981
Handbook of Geriatric Care Management,1284078981,9781284078985,AbeBooks,42.81,http://buyback.abebooks.com/cart.aspx?a=add&st=-1&kbid=1052&sub=bookfinder&i=9781284078985|0|3&sub=bookfinder
Handbook of Geriatric Care Management,1284078981,9781284078985,Bookbyte,42.75,https://bookbyte.pxf.io/c/59145/390573/5344?uraw=www.bookbyte.com/buyback2.aspx?isbn=9781284078985
Handbook of Geriatric Care Management,1284078981,9781284078985,Chegg.com,32.08,http://chggtrx.com/click.track?CID=267636&AFID=372134&ADID=1142321&SID=&isbn_ean=9781284078985
Handbook of Geriatric Care Management,1284078981,9781284078985,sellbackyourbook.com,17.28,https://www.sellbackyourbook.com/allbookstores.php?isbn=1284078981&afid=183
Handbook of Geriatric Care Management,1284078981,9781284078985,Textbookmaniac,42.76,http://buyback.textbookmaniac.com/affiliates/4f0fba9034ca674d2c20ae8f7b414475df85b448/search?isbn=1284078981
Handbook of Geriatric Care Management,1284078981,9781284078985,MyBookCart,30.95,https://www.mybookcart.com/cart/affiliate/23423/9781284078985
Handbook of Geriatric Care Management,1284078981,9781284078985,Booksrun,14.68,https://booksrun.com/api/cart/sell/add/1284078981:Good?afk=360
Handbook of Geriatric Care Management,1284078981,9781284078985,Amazon,42.75,https://www.amazon.com/gp/tradein/add-to-cart.html?asin=1284078981&tag=buybacknew-b-20
Handbook of Geriatric Care Management,1284078981,9781284078985,ecampus.com,7.0,http://www.kqzyfj.com/click-284433-12088826?item=9781284078985
Handbook of Geriatric Care Management,1284078981,9781284078985,ValoreBooks,37.19,http://www.valorebooks.com/affiliate/sell/siteID=U1VGnq/ISBN=9781284078985
Hale and Hartmann's Textbook of Human Lactation,0977226891,9780977226894,sellbackyourbook.com,0.41,https://www.sellbackyourbook.com/allbookstores.php?isbn=0977226891&afid=183
Hale and Hartmann's Textbook of Human Lactation,0977226891,9780977226894,ValoreBooks,1.02,http://www.valorebooks.com/affiliate/sell/siteID=U1VGnq/ISBN=9780977226894
"Developmental Science: An Advanced Textbook, Sixth Edition",1848728719,9781848728714,sellbackyourbook.com,0.6,https://www.sellbackyourbook.com/allbookstores.php?isbn=1848728719&afid=183
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,Textbookrecycling.com,15.07,http://textbookrecycling.com/buyrefer.aspx?tracking=BF&isbns=0323523927
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,AbeBooks,22.71,http://buyback.abebooks.com/cart.aspx?a=add&st=-1&kbid=1052&sub=bookfinder&i=9780323523929|0|3&sub=bookfinder
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,Textbooks.com,18.5,http://textbooks.pxf.io/c/59145/369692/5360?u=https%3A%2F%2Fwww.textbooks.com%2FBuyBack-Cart.php%3FACTION%3Daffadd%26cartisbns%3D9780323523929
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,Chegg.com,23.98,http://chggtrx.com/click.track?CID=267636&AFID=372134&ADID=1142321&SID=&isbn_ean=9780323523929
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,sellbackyourbook.com,21.09,https://www.sellbackyourbook.com/allbookstores.php?isbn=0323523927&afid=183
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,Textbookmaniac,16.77,http://buyback.textbookmaniac.com/affiliates/4f0fba9034ca674d2c20ae8f7b414475df85b448/search?isbn=0323523927
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,MyBookCart,9.13,https://www.mybookcart.com/cart/affiliate/23423/9780323523929
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,Booksrun,11.58,https://booksrun.com/api/cart/sell/add/0323523927:Good?afk=360
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,ValoreBooks,16.76,http://www.valorebooks.com/affiliate/sell/siteID=U1VGnq/ISBN=9780323523929
Mosby's Essentials for Nursing Assistants,0323523927,9780323523929,ecampus.com,15.5,http://www.kqzyfj.com/click-284433-12088826?item=9780323523929
"Client Teaching Guides for Home Health Care (Gorman, Client Teaching Guides for Home Health Guides)",0763749346,9780763749347,Textbookrecycling.com,5.83,http://textbookrecycling.com/buyrefer.aspx?tracking=BF&isbns=0763749346
