title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
"Integrated Korean: Beginning 1, 2nd Edition (Klear Textbooks in Korean Language)",0824834402,0783324852189,17.22,3.99,2,23.21
"The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African, Written by Himself (Norton Critical Editions)",0393974944,8601416937908,2.66,3.99,2,8.65
Harmony in Context,0073137944,9780073137940,69.55,3.99,2,75.54
Sustainable Thinking: Ethical Approaches to Design and Design Management (Required Reading Range),2940496048,9782940496044,24.49,3.99,2,30.48
Living Ethics,1111186510,9781111186517,70.95,3.99,2,76.94
"Classical Cooking The Modern Way: Methods and Techniques, Third Edition",0471291870,9780471291879,6.8,3.99,2,12.79
Harmony and Voice Leading,0155062425,9780155062429,26.75,3.99,2,32.74
Electrical Motor Controls for Integrated Systems,0826912265,9780826912268,77.08,3.99,2,83.07
CHEMISTRY 2012 STUDENT EDITION (HARD COVER) GRADE 11,0132525763,9780132525763,73.95,3.99,2,79.94
Critical Thinking,0078038286,9780078038280,14.01,3.99,2,20.0
"Networking Self-Teaching Guide: OSI, TCP/IP, LANs, MANs, WANs, Implementation, Management, and Maintenance",0470402385,9780470402382,N/A,N/A,N/A,N/A
Mary Tudor: Old and New Perspectives,0230004636,9780230004634,32.09,3.99,2,38.08
Glencoe Chemistry: Matter and Change,0078964059,9780078964053,75.39,3.99,2,81.38
Designing: An Introduction,1609014960,9781609014964,99.98,3.99,2,105.97
The Quiet American (Penguin Classics Deluxe Edition),0143039024,9780143039020,30.94,3.99,2,36.93
"It's All for the Kids: Gender, Families, and Youth Sports",0520257103,0884566083222,15.52,3.99,2,21.51
Modern Chemistry: Student Edition 2007,0030922046,9780030922046,16.84,3.99,2,22.83
Ms. Marvel Volume 1: No Normal,078519021X,8601421073080,3.98,3.99,2,9.97
Queen of Scots: The True Life of Mary Stuart,0618619178,0046442619172,5.31,3.99,2,11.3
Thinking Critically About Ethical Issues,0078119057,9780078119057,40.55,3.99,2,46.54
THiNK,007803843X,9780078038433,10.28,3.99,2,16.27
How to Think About Weird Things: Critical Thinking for a New Age,007353577X,9780073535777,7.78,3.99,2,13.77
Essential Topics for the Helping Professional,020541401X,9780205414017,41.28,3.99,2,47.27
The Cybernetic Brain: Sketches of Another Future,0226667901,9780226667904,30.68,3.99,2,36.67
Looking Beyond the Structure: Critical Thinking for Designers & Architects,1563677199,9781563677199,57.79,3.99,2,63.78
Integrated Chinese: Level 2 Part 2 Textbook (Chinese Edition) (Chinese and English Edition),0887276881,8601405078261,47.02,3.99,2,53.01
In the Dust of This Planet: Horror of Philosophy (Volume 1),184694676X,9781846946769,6.48,3.99,2,12.47
The Native Ground: Indians and Colonists in the Heart of the Continent (Early American Studies),0812219392,9780812219395,17.98,3.99,2,23.97
Strategic Sport Communication 2nd Edition,1492525774,9781492525776,N/A,N/A,N/A,N/A
Punto y aparte (Spanish) Standalone Book,0078037050,9780078037054,53.45,3.99,2,59.44
Understanding Child Abuse and Neglect (9th Edition),020539969X,9780205399697,N/A,N/A,N/A,N/A
The Oxford Book of Carols: Music edition,0193533154,9780193533158,N/A,N/A,N/A,N/A
"A Medieval Life: Cecilia Penifader of Brigstock, c. 1295-1344",0072903317,9780072903317,22.01,3.99,2,28.0
The First Prejudice: Religious Tolerance and Intolerance in Early America (Early American Studies),0812223144,9780812223149,24.91,3.99,2,30.9
Ethical Issues in Professional Life,0195050266,9780195050264,34.95,3.99,2,40.94
Genki: An Integrated Course in Elementary Japanese Workbook I [Second Edition] (Japanese Edition) (Japanese and English Edition),478901441X,9784789014410,24.59,3.99,2,30.58
Counseling the Culturally Diverse: Theory and Practice,1118022025,9781118022023,15.33,3.99,2,21.32
"Red, White, and Black (6th Edition)",0205692370,2900205692377,28.99,3.99,2,34.98
Rock and Roll: Its History and Stylistic Development (7th Edition),0205246974,9780205246977,N/A,N/A,N/A,N/A
"Taking Sides: Clashing Views in United States History, Volume 2: Reconstruction to the Present (Taking Sides. Clashing Views in United States History)",1259677583,9781259677588,45.66,3.99,2,51.65
"Bosnian, Croatian, Serbian, a Textbook: With Exercises and Basic Grammar",0299236544,9780299236540,29.07,3.99,2,35.06
Social Psychology: Goals in Interaction (6th Edition),0133810186,9780133810189,94.78,3.99,2,100.77
Transforming the School Counseling Profession (5th Edition) (Merrill Counseling),0134610598,9780134610597,104.98,3.99,2,110.97
Behavior Modification: What It Is and How To Do It,0205992102,9780205992102,63.0,3.99,2,68.99
Marvel's Agents of S.H.I.E.L.D.: Season One Declassified Slipcase,078518998X,9780785189985,18.91,3.99,2,24.9
Huck's Raft: A History of American Childhood,0674019989,9780674019980,N/A,N/A,N/A,N/A
Strength and Conditioning for Sports Performance,0415578213,9780415578219,76.14,3.99,2,82.13
The Routledge Queer Studies Reader (Routledge Literature Readers),0415564115,9780415564113,36.33,3.99,2,42.32
Ultimate Questions: Thinking about Philosophy (3rd Edition),020573197X,9780205731978,48.71,3.99,2,54.7
The Stand: The Night Has Come,0785136452,9780785136453,12.95,3.99,2,18.94
Madman Volume 1 (v. 1),1582408106,9781582408101,4.85,3.99,2,10.84
The Great Awakening: A Brief History with Documents (Bedford Series in History and Culture),031245225X,9780312452254,12.78,3.99,2,18.77
Biology,013036701X,9780130367013,N/A,N/A,N/A,N/A
Runaways: The Complete Collection Volume 1,0785185585,8601404873355,5.13,3.99,2,11.12
"Game Sense: Pedagogy for Performance, Participation and Enjoyment (Routledge Studies in Physical Education and Youth Sport)",0415532884,9780415532884,39.83,3.99,2,45.82
"The Love of David and Jonathan: Ideology, Text, Reception (BibleWorld)",1845536754,9781845536756,70.08,3.99,2,76.07
"Integrated Chinese: Level 2, Part 1 (Simplified and Traditional Character) Textbook (Chinese Edition) (Chinese and English Edition)",0887276792,9780887276798,31.17,3.99,2,37.16
Atlas of Human Anatomy: with Student Consult Access (Netter Basic Science),1416059512,9781416059516,32.39,3.99,2,38.38
Professional Management of Housekeeping Operations,047176244X,9780471762447,27.63,3.99,2,33.62
Graphic Design: A New History,0300172605,0884898151897,32.91,3.99,2,38.9
Aproximaciones al estudio de la literatura hispánica,0073385379,9780073385372,41.28,3.99,2,47.27
Resorts: Management and Operation,1118071824,9781118071823,48.98,3.99,2,54.97
The Picture of Dorian Gray (Norton Critical Edition),0393927547,9780719546686,8.99,3.99,2,14.98
Ultimate Spanish Beginner-Intermediate (Coursebook) (Ultimate Beginner-Intermediate),1400009618,9781400009619,5.56,3.99,2,11.55
Do the Right Thing: Readings in Applied Ethics and Social Philosophy,0534543359,9780534543358,20.65,3.99,2,26.64
Designing the Physical Education Curriculum: Promoting Active Lifestyles,0767410084,9780767410083,36.81,3.99,2,42.8
Lean IT: Enabling and Sustaining Your Lean Transformation,1439817561,9781439817568,13.05,3.99,2,19.04
Hakluyts Promise: An Elizabethan's Obsession for an English America,0300110545,9780300110548,N/A,N/A,N/A,N/A
Electric Motors and Control Systems,0073373818,9780073373812,89.99,3.99,2,95.98
Physical Activity Interventions in Children and Adolescents,0736051325,9780736051323,6.07,3.99,2,12.06
Architecture and Interior Design: An Integrated History to the Present (Fashion Series),0135093570,9780135093573,129.87,3.99,2,135.86
"Substance Abuse: Information for School Counselors, Social Workers, Therapists and Counselors (5th Edition)",0132613247,9780132613248,9.58,3.99,2,15.57
"Yookoso! An Invitation to Contemporary Japanese, Third Edition",0072408154,9780072408157,63.97,3.99,2,69.96
Dvorák: Cello Concerto (Cambridge Music Handbooks),0521669030,9780521669030,34.76,3.99,2,40.75
Children Moving: A Reflective Approach to Teaching Physical Education,0073376450,9780073376455,5.94,3.99,2,11.93
Tonal Harmony,0078025141,9780078025143,46.35,3.99,2,52.34
"Philosophical Problems: An Annotated Anthology, Reprint (2nd Edition)",020563947X,9780205639472,N/A,N/A,N/A,N/A
"Practical Guide to Patternmaking for Fashion Designers: Juniors, Misses and Women",1563673282,9781563673283,51.99,3.99,2,57.98
A Topical Approach to Lifespan Development,1259708780,9781259708787,N/A,N/A,N/A,N/A
Welcome to Church Music & The Hymnal 1982,0819229423,9780819229427,20.2,3.99,2,26.19
Event Risk Management and Safety,0471401684,9780471401681,13.52,3.99,2,19.51
Reading Contemporary Picturebooks: Picturing Text,0415208874,9780415208871,47.89,3.99,2,53.88
CliffsNotes on Malory's Le Morte D'Arthur (The Death of Arthur),0822007266,0785555010529,5.06,3.99,2,11.05
The Growth Of Logical Thinking From Childhood To Adolescence: AN ESSAY ON THE CONSTRUCTION OF FORMAL OPERATIONAL STRUCTURES (International Library of Psychology),0415864445,9780415864442,42.99,3.99,2,48.98
"Bioethics: Principles, Issues, and Cases",0190250100,9780190250102,N/A,N/A,N/A,N/A
The Sociology of Religion,0807042056,0046442042055,2.85,3.99,2,8.84
An Introduction to the History of Psychology (PSY 310 History and Systems of Psychology),0495506214,9780495506218,12.98,3.99,2,18.97
Macbeth (Second Edition)  (Norton Critical Editions),0393923266,9780393923261,8.71,3.99,2,14.7
Close-Range Photogrammetry and 3D Imaging (de Gruyter Textbook),3110302691,9783110302691,59.62,3.99,2,65.61
Complete Biology for Cambridge Secondary 1 Student Book: For Cambridge Checkpoint and beyond (CIE Checkpoint),0198390211,0000198390211,25.2,3.99,2,31.19
Computer Organization and Design RISC-V Edition: The Hardware Software Interface (The Morgan Kaufmann Series in Computer Architecture and Design),0128122757,9780128122754,59.99,3.99,2,65.98
Aristotle (The Routledge Philosophers),0415622492,9780415622493,30.58,3.99,2,36.57
The Wine Bible,0761180834,9780761180838,23.09,3.99,2,29.08
"Chemistry: The Central Science, AP Edition",0132175088,9780132175081,44.55,3.99,2,50.54
Deadpool Classic Volume 10,0785190465,9780785190462,14.81,3.99,2,20.8
Comprehensive Textbook of Suicidology,157230541X,9781572305410,21.6,3.99,2,27.59
Material World: A Global Family Portrait,0871564300,9780871564306,8.33,3.99,2,14.32
Prentice-Hall Biology,0131662554,9780131662551,7.0,3.99,2,12.99
Thinking Critically About Ethical Issues,0073535907,9780073535906,9.98,3.99,2,15.97
Space Planning Basics,1118882008,9781118882009,N/A,N/A,N/A,N/A
A Farther Shore: Ireland's Long Road to Peace,0375760121,9780375760129,2.67,3.99,2,8.66
Atlas of African-American History (Facts on File Library of American History),0816067147,9780816067145,2.29,3.99,2,8.28
Lewis's Child and Adolescent Psychiatry: A Comprehensive Textbook,1496345495,9781496345493,177.6,3.99,2,183.59
Doing Ethics: Moral Reasoning and Contemporary Issues (Fourth Edition),0393265412,9780393265415,40.29,3.99,2,46.28
Dracula (Norton Critical Editions),0393970124,9780393970128,4.84,3.99,2,10.83
Networking Essentials: A CompTIA Network+ N10-007 Textbook (5th Edition) (Pearson IT Cybersecurity Curriculum (ITCC)),0789758741,9780789758743,N/A,N/A,N/A,N/A
On Cooking: A Textbook of Culinary Fundamentals (6th Edition) (What's New in Culinary & Hospitality),0134441907,9780134441900,135.86,3.99,2,141.85
"Workbook: Harmony and Voice Leading, Volume 1",0155062263,9780155062269,20.31,3.99,2,26.3
YA VERAS GOLD L1-STUDENT TEXTBOOK 1999C,0838485545,9780838485545,5.49,3.99,2,11.48
"Introduction to PLCs, Second Edition",1594603316,9781594603310,37.71,3.99,2,43.7
History of Interior Design,1118403517,9781118403518,76.22,3.99,2,82.21
Second Thoughts: Critical Thinking for a Diverse Society,0073386707,9780073386706,59.95,3.99,2,65.94
"Music, Travel, and Imperial Encounter in 19th-Century France: Musical Apprehensions (Routledge Studies in Ethnomusicology)",1138777994,9781138777996,95.38,3.99,2,101.37
A Complete French Grammar for Reference and Practice,0761849718,9780761849711,35.83,3.99,2,41.82
"Hotel, Restaurant, and Travel Law, 7th Edition",1418051918,9781418051914,13.49,3.99,2,19.48
Interdisciplinary Learning Through Dance:101 Moventures,0736046429,9780736046428,27.54,3.99,2,33.53
Nietzsche: Beyond Good and Evil: Prelude to a Philosophy of the Future (Cambridge Texts in the History of Philosophy),0521779138,8601420432710,14.35,3.99,2,20.34
"Living Language French, Essential Edition: Beginner course, including coursebook, 3 audio CDs, and free online learning",0307478424,9780307478429,N/A,N/A,N/A,N/A
Milady Standard Esthetics: Fundamentals (MindTap Course List),1111306893,9781111306892,95.0,3.99,2,100.99
"Glencoe Biology, Student Edition (BIOLOGY DYNAMICS OF LIFE)",0078802849,9780078802843,9.6,3.99,2,15.59
Developmental Psychology: Revisiting the Classic Studies,0857027581,9780857027580,N/A,N/A,N/A,N/A
"An Arkansas History for Young People, Fourth Edition",1557288453,9781557288455,24.0,3.99,2,29.99
Personality Psychology: Domains of Knowledge About Human Nature,1259870499,9781259870491,118.16,3.99,2,124.15
The Professional Personal Chef: The Business of Doing Business as a Personal Chef (Book only),0471752193,9780471752196,19.98,3.99,2,25.97
Introduction to World Philosophy: A Multicultural Reader,019515231X,9780195152319,40.68,3.99,2,46.67
I'm Here - Compassionate Communication in Patient Care,097200002X,9780972000024,5.99,3.99,2,11.98
Telesa: The Covenant Keeper,1466253711,9781466253711,10.82,3.99,2,16.81
Silverthorn (Turtleback School & Library Binding Edition) (Riftwar Saga),0613293452,9780613293457,9.93,3.99,2,15.92
Beginnings of Interior Environments (11th Edition) (Fashion Series),0132786001,9780132786003,100.0,3.99,2,105.99
Geometry for Enjoyment and Challenge,0866099654,9780866099653,12.99,3.99,2,18.98
Critical Thinking,1259690873,9781259690877,93.58,3.99,2,99.57
Exam 98-365 MTA Windows Server Administration Fundamentals,0470901829,9780470901823,N/A,N/A,N/A,N/A
"Greek: An Intensive Course, 2nd Revised Edition",0823216632,9780823216635,21.34,3.99,2,27.33
"Taking Sides: Clashing Views in United States History, Volume 2: Reconstruction to the Present (Taking Sides: United States History, Volume 2)",0078050464,9780078050466,9.9,3.99,2,15.89
Revit Architecture 2018 for Designers,1501327704,9781501327704,77.6,3.99,2,83.59
"Planning an Applied Research Project in Hospitality, Tourism, and Sports",1118637224,9781118637227,23.86,3.99,2,29.85
"A History of New Mexico, 4th Revised Edition",0826347843,9780826347848,33.11,3.99,2,39.1
Queer Theory and the Jewish Question (Between Men-Between Women: Lesbian and Gay Studies),0231113757,8580000295290,24.2,3.99,2,30.19
"Computer Vision: Principles, Algorithms, Applications, Learning",012809284X,9780128092842,82.11,3.99,2,88.1
Flash: The Human Race,1401222390,9781401222390,22.01,3.99,2,28.0
"Child Abuse and Neglect: Attachment, Development and Intervention",1403948267,9781403948267,N/A,N/A,N/A,N/A
Inhuman Traffick: The International Struggle against the Transatlantic Slave Trade: A Graphic History (Graphic History Series),0199334072,9780199334070,7.58,3.99,2,13.57
Interior Design Materials and Specifications: Studio Instant Access,1501317598,9781501317590,74.9,3.99,2,80.89
"Meetings, Expositions, Events and Conventions: An Introduction to the Industry (4th Edition)",0133815242,9780133815245,44.81,3.99,2,50.8
Ven Conmigo!: Holt Spanish Level 1 (Spanish Edition)[BOOK ONLY],0030565898,9780030565892,7.94,3.99,2,13.93
World of Chemistry,0618562753,9780618562756,26.0,3.99,2,31.99
Barron's IB Math Studies,1438003358,9781438003351,5.74,3.99,2,11.73
"The Architecture of Computer Hardware, Systems Software, and Networking: An Information Technology Approach",1118322630,9781118322635,44.42,3.99,2,50.41
Interiors,0073526509,9780073526508,92.54,3.99,2,98.53
Shackelford's Surgery of the Alimentary Tract - 2 Volume Set: Expert Consult - Online and Print,1437722067,9781437722062,199.82,3.99,2,205.81
Major Problems in American Colonial History (Major Problems in American History Series),0495912999,9780495912996,49.15,3.99,2,55.14
Cambridge International AS and A Level Chemistry Coursebook with CD-ROM (Cambridge International Examinations),1107638453,9781107638457,16.79,3.99,2,22.78
The Illustrated Network: How TCP/IP Works in a Modern Network (The Morgan Kaufmann Series in Networking),0123745411,9780123745415,17.67,3.99,2,23.66
Applied Behavior Analysis,067520223X,9780675202237,14.81,3.99,2,20.8
"Developmental Science: An Advanced Textbook, Sixth Edition",1848728719,9781848728714,9.99,3.99,2,15.98
"New X-Men, Vol. 1",0785132511,8601300485522,5.02,3.99,2,11.01
Cambridge IGCSE Biology 3rd Edition,1444176463,9781444176469,44.66,3.99,2,50.65
Network+ Guide to Networks (MindTap Course List),1305090942,9781305090941,49.99,3.99,2,55.98
"Piazza (with iLrn Heinle Learning Center, 4 terms (24 months) Printed Access Card) (World Languages)",1285074815,9781285074818,37.1,3.99,2,43.09
"Troika: A Communicative Approach to Russian Language, Life, and Culture (Russian Edition)",0470646322,9780470646328,99.99,3.99,2,105.98
Social Psychology (MindTap Course List),1305580222,9781305580220,77.27,3.99,2,83.26
"Essential Dazzler, Vol. 1 (Marvel Essentials) (v. 1)",0785126953,9780785126959,17.95,3.99,2,23.94
Uzbek: An Elementary Textbook (Uzbek Edition),1589017064,9781589017061,47.92,3.99,2,53.91
"William Wordsworth and the Invention of Tourism, 1820-1900",1472420136,9781472420138,77.0,3.99,2,82.99
Biology: The Dynamics Of Life (Teacher Wraparound Edition),0078298997,9780078298998,3.79,3.99,2,9.78
El mismo mar de todos los veranos (Compactos Anagrama) (Spanish Edition),8433920197,9788433920195,5.75,3.99,2,11.74
Contemporary Sport Management-5th Edition With Web Study Guide,1450469655,9781450469654,21.96,3.99,2,27.95
Sacred Places: Sites of Spiritual Pilgrimage from Stonehenge to Santiago de Compostela,1847242405,9781847242402,11.49,3.99,2,17.48
Network Management: Principles and Practices (2nd Edition),8131734048,9788131734049,81.66,3.99,2,87.65
Guide to Networking Essentials,1305105435,9781305105430,65.99,3.99,2,71.98
Songs of Praise: Songs of Praise: Words edition,0192312014,9780192312013,7.31,3.99,2,13.3
I Could Sing of Your Love Forever (Praise Baby Board Book),1400070465,9781400070466,223.2,3.99,2,229.19
Fundamentals of Communications and Networking (Jones & Bartlett Learning Information Systems Security & Assurance),1284060144,9781284060140,47.98,3.99,2,53.97
"The Architecture Of Light (2nd Edition): A textbook of procedures and practices for the Architect, Interior Designer and Lighting Designer.",0980061717,9780980061710,45.08,3.99,2,51.07
Sport Marketing 4th Edition With Web Study Guide,1450424988,9781450424981,40.0,3.99,2,45.99
Who Needs a Road?: The Story of the Longest and Last Motor Journey Around the World,0964252155,9780964252158,2.98,3.99,2,8.97
"Biology, 8th Edition",0321543254,9780321543257,10.86,3.99,2,16.85
Child Abuse and Culture: Working with Diverse Families,1593856431,9781593856434,17.64,3.99,2,23.63
Junos Enterprise Routing: A Practical Guide to Junos Routing and Certification,1449398634,9781449398637,44.65,3.99,2,50.64
Strength and Conditioning for Young Athletes: Science and application,0415694892,9780415694896,34.12,3.99,2,40.11
Guide to UNIX Using Linux (Networking (Course Technology)),1418837237,9781418837235,32.52,3.99,2,38.51
Java Network Programming,1449357679,9781449357672,18.46,3.99,2,24.45
Cisco LAN Switching Fundamentals,1587050897,0619472050897,39.98,3.99,2,45.97
History of Modern Design (2nd Edition) (Fashion Series),0205728502,9780205728503,70.92,3.99,2,76.91
Selling Destinations,142832142X,9781428321427,48.99,3.99,2,54.98
Military Ethics: An Introduction with Case Studies,0199846294,9780199846290,39.99,3.99,2,45.98
"Living Language Korean, Complete Edition: Beginner through advanced course, including 3 coursebooks, 9 audio CDs, Korean reading & writing guide, and free online learning",0307972232,9780307972231,22.51,3.99,2,28.5
Organic Chemistry,0840054440,9780840054449,13.09,3.99,2,19.08
Merry Christmas Songbook: Over 100 Holiday Classics (Book & CD),0762108681,9780762108688,12.75,3.99,2,18.74
An Introduction to Developmental Psychology (BPS Textbooks in Psychology),1118767209,9781118767207,55.97,3.99,2,61.96
"Serving Military Families: Theories, Research, and Application (Textbooks in Family Studies)",1138841250,9781138841253,39.29,3.99,2,45.28
Ethics: Theory and Contemporary Issues,0538452838,9780538452830,18.0,3.99,2,23.99
Introduction to Working with Adult Survivors of Childhood Trauma: Techniques and Strategies (Mental Health Practice),0495006181,9780495006183,1.93,3.99,2,7.92
Repair for Kids: A Children's Program for Recovery from Incest and Childhood Sexual Abuse,1932690573,9781932690576,9.03,3.99,2,15.02
Contemporary Sport Management 6th Edition With Web Study Guide,1492550957,9781492550952,119.3,3.99,2,125.29
The Relativity of Deviance,1483377342,9781483377346,31.89,3.99,2,37.88
Sport Public Relations - 2nd Edition: Managing Stakeholder Communication,073609038X,9780736090384,31.78,3.99,2,37.77
"Childhood Victimization: Violence, Crime, and Abuse in the Lives of Young People (Interpersonal Violence)",0195342852,9780195342857,28.31,3.99,2,34.3
Progressive Sight Singing,0195178475,9780195178470,19.2,3.99,2,25.19
Cambridge International AS and A Level Biology Coursebook with CD-ROM (Cambridge International Examinations),1107636825,9781107636828,32.41,3.99,2,38.4
Introduction to Logic,0205820379,9780205820375,24.31,3.99,2,30.3
Building the Bonds of Attachment: Awakening Love in Deeply Traumatized Children,1442274131,9781442274136,37.6,3.99,2,43.59
Lives Across Cultures: Cross-Cultural Human Development (5th Edition),0205841740,9780205841745,33.0,3.99,2,38.99
Violence and Maltreatment in Intimate Relationships,1506323812,9781506323817,57.74,3.99,2,63.73
Child Maltreatment: An Introduction (Volume 3),1452205795,9781452205793,74.21,3.99,2,80.2
Multicultural Psychology: Understanding Our Diverse Communities,0190460857,9780190460853,48.51,3.99,2,54.5
Thinking Critically (Available Titles Aplia),0495908819,9780495908814,0.01,3.99,2,6.0
Elementary Information Security,1284055930,9781284055931,64.9,3.99,2,70.89
Case Studies in Special Education Law: No Child Left Behind Act and Individuals with Disabilities Education Improvement Act,0132186284,8581000048503,20.52,3.99,2,26.51
Managing Sports Events,0736096116,9780736096119,36.95,3.99,2,42.94
"Workbook: for Harmonic Practice in Tonal Music, Second Edition",039397667X,9780393976670,N/A,N/A,N/A,N/A
"Black & Decker The Complete Guide to Roofing & Siding: Updated 3rd Edition - Choose, Install & Maintain Roofing & Siding Materials (Black & Decker Complete Guide)",158923717X,0052944019006,N/A,N/A,N/A,N/A
Ultimate Italian Advanced (Book) (Ultimate Advanced),1400020646,9781400020645,N/A,N/A,N/A,N/A
